customer_id,income,employment_length,loan_amount,emi,credit_score,credit_utilization_ratio,missed_payments,avg_monthly_balance,balance_trend,utilization_trend,payment_behavior_score,rolling_missed_3m,num_loans,banking_relationship_length,income_to_emi_ratio,loan_to_income_ratio,defaulted,time_to_default,cluster,default_probability,risk_segment
DCRIS008596,87655.02,5.9,247765.86,3569.78,676,0.4327,0,58249.11,0.3375,-0.0697,96.87,0,3,3.6,24.5479,2.8266,0,36,1,0.5134485996532293,Risky
DCRIS008597,75981.27,8.5,200466.96,6842.46,727,0.1739,1,48513.1,-1.7908,0.0128,91.48,1,2,12.9,11.1028,2.6383,1,14,1,0.6921079591653849,Risky
DCRIS008598,185140.46,6.8,138456.93,2802.67,626,0.2108,0,54038.97,-0.9737,-0.0106,100.0,1,3,4.2,66.035,0.7478,0,36,0,0.2284827687107031,Safe
DCRIS008599,51994.2,12.5,163909.26,11203.4,685,0.221,0,31319.65,1.3351,-0.0093,100.0,0,1,3.4,4.6405,3.1524,0,36,1,0.4639259511362231,Risky
DCRIS008600,121448.86,10.0,345559.71,10059.59,687,0.2458,1,29957.51,0.3441,0.0111,86.52,1,0,3.1,12.0717,2.8453,1,4,1,0.5706028135222907,Risky
DCRIS008601,78393.08,26.1,97742.79,3995.13,690,0.296,1,9194.72,-0.3908,0.0323,100.0,0,1,0.4,19.6173,1.2468,1,1,0,0.5362207398821073,Safe
DCRIS008602,62487.38,1.0,139790.67,4597.02,681,0.2991,1,16427.24,0.4322,-0.0844,88.61,0,0,2.2,13.5901,2.2371,1,12,1,0.4505622984441008,Risky
DCRIS008603,402799.7562,1.8,650556.2,7839.17,567,0.1411,1,158731.32,-0.1667,-0.0166,86.54,0,1,0.6,59.4164,1.3965,0,36,2,0.2585092411222273,Critical
DCRIS008604,126935.0,5.1,368489.02,9534.5,499,0.345,0,69912.25,1.06,-0.0375,97.17,0,1,0.2,13.3118,2.903,1,14,1,0.5796728007679519,Risky
DCRIS008605,142622.89,6.6,179094.84,7878.63,604,0.0823,2,87170.66,-0.0653,-0.0035,83.29,0,0,1.6,18.1002,1.2557,0,36,1,0.3125177504626578,Risky
DCRIS008606,195373.05,3.8,111472.64,1341.24,637,0.0923,0,93995.54,-0.6856,0.0148,96.55,0,2,4.1,118.272525,0.5706,0,36,0,0.1965171976334574,Safe
DCRIS008607,42074.2,0.4,84609.24,2518.29,585,0.044,0,7928.71,0.8099,-0.0078,100.0,1,0,8.1,16.7008,2.0109,1,23,1,0.6005833281576842,Risky
DCRIS008608,282483.42,9.2,183775.38,2809.63,675,0.2912,0,200000.0,-0.9633,-0.0542,99.74,0,0,6.7,100.5053,0.6506,0,36,0,0.2307012628478625,Safe
DCRIS008609,24018.4289,16.2,27296.0285,469.7267,767,0.4676,1,10101.03,1.0563,0.0151,85.11,0,1,1.4,115.6791,0.6512,0,36,0,0.16526803706833967,Safe
DCRIS008610,62239.19,2.6,72757.42,1946.69,738,0.3309,0,32673.01,-0.1179,-0.032,95.85,0,4,0.2,31.9554,1.169,0,36,0,0.352655061659899,Safe
DCRIS008611,74950.34,3.5,226629.13,3877.45,717,0.1892,0,19738.56,-0.9942,0.0216,96.73,1,1,2.1,19.3248,3.0237,0,36,1,0.5727642184269661,Risky
DCRIS008612,139949.09,0.1,531783.4,33622.32,758,0.5605,1,24285.97,0.4116,0.065,79.11,0,1,1.5,4.1623,3.7998,1,1,2,0.7637900136894414,Critical
DCRIS008613,112558.79,1.4,258241.72,6402.85,606,0.2843,0,57890.67,0.3829,-0.0085,91.43,1,1,1.9,17.5767,2.2943,0,36,1,0.5304892841464243,Risky
DCRIS008614,89313.79,6.0,256586.33,3354.39,643,0.4406,0,17639.47,0.0712,-0.0609,97.26,1,1,3.3,26.618,2.8728,0,36,1,0.5946610549708968,Risky
DCRIS008615,98007.73,12.1,66005.67,947.04,729,0.3379,1,68494.59,0.0011,-0.1318,94.2,0,1,0.1,103.3794,0.6735,0,36,0,0.20668680638029466,Safe
DCRIS008616,54895.47,0.5,179301.63,6057.53,642,0.5489,1,27426.57,1.1788,0.0478,81.47,0,0,1.9,9.0609,3.2662,0,36,1,0.581241807642061,Risky
DCRIS008617,40201.54,4.0,83176.57,6237.53,646,0.438,0,27706.12,0.8457,0.0399,81.68,0,2,3.3,6.4441,2.0689,0,36,1,0.487644689729686,Risky
DCRIS008618,152650.61,5.9,334044.86,5907.14,828,0.3025,0,115411.48,-1.712,-0.0105,96.16,0,5,2.3,25.8373,2.1883,1,36,1,0.597598607291648,Risky
DCRIS008619,149675.32,1.6,495336.81,24010.05,687,0.0575,1,68389.65,0.1031,0.0207,92.85,1,0,4.4,6.2336,3.3094,0,36,2,0.4777994894089205,Critical
DCRIS008620,255428.2,4.2,231885.53,3282.17,821,0.3056,0,66307.01,-0.3718,-0.044,93.52,0,3,0.8,77.7994,0.9078,1,19,0,0.3042812413918608,Safe
DCRIS008621,61450.65,6.3,128729.85,2824.92,534,0.2744,1,38015.26,-0.0787,-0.003,89.41,3,1,0.7,21.7454,2.0948,1,8,1,0.6354778948905193,Risky
DCRIS008622,149595.33,9.1,357187.99,8795.74,629,0.1918,0,91630.69,0.2375,-0.0247,100.0,0,1,1.5,17.0058,2.3877,1,16,1,0.42969795284684986,Risky
DCRIS008623,83264.37,3.0,220403.95,7397.44,712,0.302,0,43136.01,-0.6722,-0.0122,94.07,0,3,0.4,11.2543,2.647,0,36,1,0.5354547523341072,Risky
DCRIS008624,201649.23,6.9,600147.24,11643.0,687,0.0723,2,128474.42,-0.188,0.0144,90.61,0,0,1.1,17.3179,2.9762,1,2,2,0.4956515334933707,Critical
DCRIS008625,182257.84,1.8,493691.46,6949.35,515,0.3723,0,115403.91,-0.5104,-0.0174,85.11,1,2,0.4,26.2228,2.7087,0,36,2,0.5236612118175085,Critical
DCRIS008626,112052.82,1.2,388470.41,8451.99,661,0.1969,1,12332.24,0.7809,-0.0693,94.34,0,3,2.1,13.256,3.4668,1,6,1,0.49781279939177336,Risky
DCRIS008627,80521.69,1.0,317010.27,16690.26,877,0.1436,0,51096.38,0.027,0.034,94.07,0,3,5.0,4.8242,3.9369,0,36,1,0.4807863707220673,Risky
DCRIS008628,175704.57,2.2,98250.44,1885.2,699,0.6289,0,51132.66,-0.9796,-0.0136,90.07,2,0,1.4,93.1526,0.5592,1,9,0,0.6129794524631496,Safe
DCRIS008629,145530.75,0.2,283252.63,7971.97,728,0.0724,1,27380.98,-2.3751,-0.0204,88.95,1,1,0.0,18.253,1.9463,1,11,1,0.609955647027479,Risky
DCRIS008630,65469.24,1.7,126469.13,2571.41,628,0.1175,1,34771.18,-1.35,-0.0929,98.2,0,1,3.3,25.4506,1.9317,1,10,1,0.507146099420923,Risky
DCRIS008631,44503.4,5.3,139147.26,7648.48,699,0.182,0,18797.64,0.226,-0.0044,99.86,2,2,4.7,5.8178,3.1266,0,36,1,0.42515950245631134,Risky
DCRIS008632,83023.61,5.2,125924.55,7255.48,679,0.2598,0,54023.09,-0.7942,0.0136,94.71,0,0,2.0,11.4413,1.5167,1,14,1,0.4853500331566569,Risky
DCRIS008633,245057.53,0.4,135452.06,2086.03,769,0.2742,0,144970.12,-0.0954,0.1342,100.0,1,1,1.4,117.4194,0.5527,0,36,0,0.1796240621512308,Safe
DCRIS008634,196396.78,1.7,149517.45,3169.05,766,0.2175,0,120718.67,0.9465,0.028,98.46,0,3,2.7,61.9538,0.7613,0,36,0,0.3257094420925572,Safe
DCRIS008635,50645.39,4.2,189041.77,4573.25,712,0.1616,0,35368.65,-0.2431,-0.0214,100.0,0,2,0.4,11.0718,3.7326,0,36,1,0.5351981288343244,Risky
DCRIS008636,48988.73,1.9,181933.11,2254.83,685,0.1924,0,34735.41,-1.8717,0.015,97.65,0,0,4.1,21.7165,3.7137,0,36,1,0.4990114299627748,Risky
DCRIS008637,212099.4,2.7,296324.9,11450.8,545,0.1845,0,31291.1,-1.461,-0.0003,100.0,0,1,5.3,18.5211,1.3971,1,5,1,0.5612590808554065,Risky
DCRIS008638,49942.04,6.2,188579.13,2442.24,542,0.2806,0,33433.75,-0.7238,0.0429,99.01,0,0,4.9,20.4409,3.7759,1,23,1,0.6300213648636144,Risky
DCRIS008639,133997.6,0.0,477819.91,6639.9,686,0.17,0,48739.63,1.2419,-0.049,100.0,0,1,1.6,20.1776,3.5659,0,36,1,0.5019348235201287,Risky
DCRIS008640,68210.74,1.6,198599.28,3958.49,749,0.4518,0,12646.61,-0.3869,0.0704,97.83,0,3,7.4,17.2271,2.9115,1,1,1,0.6268189141973914,Risky
DCRIS008641,260465.83,0.8,353306.05,7933.97,786,0.3588,1,81443.66,0.0534,-0.0348,92.33,0,3,11.7,32.8251,1.3564,0,36,2,0.4153754128703206,Critical
DCRIS008642,62177.29,0.7,56844.08,2710.77,608,0.2055,0,13154.01,-0.6754,-0.0279,91.68,0,1,1.4,22.9287,0.9142,1,36,0,0.4854445700228608,Safe
DCRIS008643,196028.81,16.0,213076.55,5505.79,559,0.1314,0,47833.06,0.8315,0.0424,100.0,0,1,1.2,35.5976,1.087,0,36,0,0.3192862284367921,Safe
DCRIS008644,110295.15,2.4,131499.89,2579.91,754,0.0395,3,41027.4,1.2308,-0.0075,69.76,0,2,4.9,42.735,1.1922,0,36,0,0.28842523291988353,Safe
DCRIS008645,114842.5,3.7,381852.0,10205.6,614,0.236,0,90098.25,-1.7446,-0.0772,99.93,1,1,4.9,11.2518,3.325,0,36,1,0.601794831562296,Risky
DCRIS008646,30267.05,6.6,49121.76,629.08,553,0.3335,0,14075.63,-0.9465,-0.0335,99.31,0,0,2.9,48.0369,1.6229,0,36,0,0.31231387861504756,Safe
DCRIS008647,26324.41,0.2,75626.99,4962.55,640,0.3701,1,9261.56,2.3676,-0.037,89.26,0,2,10.3,5.3035,2.8728,1,2,1,0.686432991217769,Risky
DCRIS008648,86479.31,3.5,275823.38,8178.08,639,0.3793,0,41027.4,0.1185,-0.0558,83.84,2,1,0.6,10.5732,3.1894,0,36,1,0.5756112318944006,Risky
DCRIS008649,114478.65,8.9,230951.35,2924.23,785,0.0703,0,41027.4,-0.2478,-0.0342,100.0,1,1,2.6,39.1349,2.0174,1,8,0,0.45037853077627216,Safe
DCRIS008650,50255.8,9.9,62754.71,3509.1,749,0.5076,1,38809.42,-0.2553,-0.0585,83.44,0,2,0.1,14.3175,1.2487,1,9,0,0.6131794803801432,Safe
DCRIS008651,51368.68,2.3,110999.94,2437.26,621,0.2339,1,40025.78,0.3214,-0.0404,89.0,0,2,0.2,21.0678,2.1608,0,36,1,0.36849307075558213,Risky
DCRIS008652,138258.94,2.3,134061.54,2035.78,791,0.6149,0,61280.38,-1.0108,0.0437,81.55,0,1,0.2,67.881,0.9696,0,36,0,0.36324149765950264,Safe
DCRIS008653,138373.62,7.1,464116.62,12768.45,690,0.3959,0,62820.52,-0.4768,-0.0113,96.72,0,1,2.7,10.8363,3.3541,0,36,1,0.5688410422686889,Risky
DCRIS008654,90885.46,1.7,301931.68,4297.35,764,0.1738,0,48394.33,0.2114,0.0412,97.01,0,0,3.6,21.1442,3.3221,1,9,1,0.517779829978128,Risky
DCRIS008655,157648.17,0.6,594124.97,26135.55,786,0.2372,0,35690.34,-0.9862,-0.1086,98.33,0,3,0.0,6.0317,3.7687,0,36,2,0.6289158622562575,Critical
DCRIS008656,48799.66,1.5,163061.99,1964.08,658,0.3617,0,13129.93,0.2523,0.02,90.68,0,3,4.0,24.8335,3.3414,0,36,1,0.456659852928827,Risky
DCRIS008657,79733.02,2.4,220979.53,3789.37,725,0.3796,1,43794.91,-0.6087,0.0016,89.33,0,1,2.7,21.0357,2.7715,1,2,1,0.5448434696502662,Risky
DCRIS008658,265329.19,0.3,483449.03,14580.47,647,0.2893,0,107067.82,-0.0749,-0.029,90.07,1,0,1.0,18.1963,1.8221,0,36,2,0.539259106006786,Critical
DCRIS008659,102846.54,3.3,230161.54,13493.25,754,0.1196,0,26717.31,-1.5444,-0.0091,96.32,1,1,0.1,7.6215,2.2379,0,36,1,0.48379726762289954,Risky
DCRIS008660,106487.99,6.7,122744.55,2355.16,687,0.3935,0,29609.47,-0.7589,-0.0298,100.0,2,1,0.7,45.1957,1.1527,1,3,0,0.5368994063816596,Safe
DCRIS008661,393787.99,3.6,1102997.0841000008,20697.2,756,0.1756,0,104037.23,-0.2195,0.0258,98.29,0,1,3.7,19.0252,2.8574,1,3,2,0.5339344049027331,Critical
DCRIS008662,42633.46,0.4,145874.38,3328.01,801,0.1573,0,23646.68,0.7219,0.0412,100.0,0,2,4.3,12.8067,3.4215,1,13,1,0.50061894411676,Risky
DCRIS008663,159190.71,2.9,468035.64,5884.02,723,0.2249,0,50307.11,0.5724,0.0163,91.15,0,3,4.2,27.0501,2.9401,0,36,1,0.42267839249139993,Risky
DCRIS008664,267906.08,6.2,1031235.73,29294.83,672,0.3446,2,68463.4,-0.7568,0.1179,84.11,1,1,0.7,9.1449,3.8492,0,36,2,0.5144475727687645,Critical
DCRIS008665,81233.68,0.3,317273.86,5905.27,673,0.4522,1,50819.47,0.1824,0.0463,85.88,1,2,9.7,13.7538,3.9056,1,8,1,0.7063853850032576,Risky
DCRIS008666,165343.18,0.3,485734.5,28702.11,443,0.1456,0,123980.14,0.7037,0.0309,98.88,0,1,2.1,5.7605,2.9377,1,21,2,0.6051300031558882,Critical
DCRIS008667,54764.0,3.5,170387.24,3792.58,622,0.3211,0,28867.07,1.8624,-0.0063,89.84,0,0,5.8,14.4359,3.1112,1,3,1,0.528743019356688,Risky
DCRIS008668,65379.27,1.1,107592.97,1570.1,754,0.4761,0,34252.48,-0.5876,0.0284,91.01,1,3,0.7,41.6137,1.6456,0,36,0,0.5259365305675562,Safe
DCRIS008669,124365.47,3.5,81818.06,1243.14,757,0.0628,0,14874.81,0.5453,-0.0113,100.0,0,2,2.5,99.9606,0.6579,0,36,0,0.22208548826216395,Safe
DCRIS008670,159394.89,4.4,558551.09,12036.2,621,0.4486,1,121823.6,0.7146,0.0648,85.47,0,1,2.9,13.2419,3.5042,0,36,2,0.6182713282472282,Critical
DCRIS008671,193408.91,1.7,562390.83,7630.31,693,0.01,0,127466.48,-1.682,0.0884,100.0,1,2,5.9,25.3441,2.9078,0,36,2,0.38849053460554356,Critical
DCRIS008672,253160.04,6.1,981470.19,12208.8,664,0.3722,0,49105.58,-1.1579,0.0735,96.09,0,5,3.9,20.7342,3.8769,0,36,2,0.45170622564570073,Critical
DCRIS008673,94800.7,2.3,47503.77,1098.22,735,0.3014,1,58505.73,-0.5829,0.0264,83.55,0,1,2.0,86.2439,0.537499,0,36,0,0.24206386458003398,Safe
DCRIS008674,202029.11,0.7,607141.59,16309.62,856,0.2954,2,157786.7,0.0718,-0.0068,82.08,1,1,1.3,12.3864,3.0052,1,36,2,0.6500156777399758,Critical
DCRIS008675,80387.75,1.4,115672.23,2007.72,736,0.5593,0,46359.85,0.8169,-0.0064,82.07,0,1,14.4,40.0194,1.4389,0,36,0,0.4080242748103283,Safe
DCRIS008676,169609.63,5.1,348553.35,4156.5,626,0.2931,0,96410.63,-0.5972,-0.119,91.71,0,1,1.3,40.7961,2.055,1,5,0,0.5256399778081999,Safe
DCRIS008677,111802.96,0.3,232589.09,15640.96,673,0.1342,1,64696.45,1.0545,0.0389,89.63,0,0,0.6,7.1476,2.0803,0,36,1,0.40436972468356996,Risky
DCRIS008678,128979.24,1.6,80600.13,2099.69,792,0.0669,0,47627.18,-0.4217,-0.0337,97.86,0,2,1.4,61.3985,0.6249,0,36,0,0.21531191350402112,Safe
DCRIS008679,127274.92,1.2,443188.37,9365.45,567,0.2597,0,80778.14,0.9154,0.0368,96.34,0,1,1.6,13.5884,3.4821,1,3,1,0.5863799366577672,Risky
DCRIS008680,37691.01,1.1,30510.75,469.7267,630,0.2448,0,12044.06,-0.324,0.0869,90.24,0,5,0.5,101.7329,0.8095,1,9,0,0.5090969605604035,Safe
DCRIS008681,50288.26,5.7,192848.79,2698.87,736,0.2015,2,5447.6846,1.4079,-0.0039,84.87,1,1,4.9,18.6262,3.8348,1,9,1,0.6808617046002007,Risky
DCRIS008682,104979.97,8.7,262298.06,7853.7,783,0.2633,1,30716.61,0.0311,0.0001,86.84,0,0,3.9,13.3652,2.4985,0,36,1,0.5411638026810962,Risky
DCRIS008683,35869.14,6.3,52418.65,766.74,728,0.3139,0,21938.31,1.9487,0.0097,96.43,0,1,1.5,46.7207,1.4613,0,36,0,0.28069277491803524,Safe
DCRIS008684,162547.68,5.2,444633.02,16467.2,631,0.2305,0,42064.58,-1.8006,0.0434,94.59,0,0,19.8,9.8704,2.7354,1,10,1,0.7166319255009439,Risky
DCRIS008685,166530.47,12.4,623783.31,11447.49,722,0.4964,1,38848.7,0.1378,-0.0099,88.91,1,2,4.3,14.5461,3.7457,1,1,2,0.7185171664480149,Critical
DCRIS008686,120126.7,0.3,388334.94,26100.72,713,0.4061,1,17180.98,1.4395,-0.0516,85.01,0,1,4.9,4.6023,3.2327,1,4,1,0.6996552530366028,Risky
DCRIS008687,50378.49,0.9,54387.35,1278.04,708,0.5485,0,14440.97,-0.3784,-0.0005,93.05,0,2,3.3,39.3877,1.0796,1,12,0,0.5971176585410375,Safe
DCRIS008688,225953.24,2.7,358044.63,5328.98,672,0.2177,1,41027.4,1.7568,0.0234,98.45,0,2,3.2,42.3929,1.5846,0,36,0,0.3020929012209137,Safe
DCRIS008689,335147.62,2.3,294964.87,9035.82,684,0.3452,0,51178.25,-0.5432,-0.0738,95.6,0,5,0.1,37.0869,0.8801,1,6,0,0.5440614682665558,Safe
DCRIS008690,107822.98,2.7,329882.39,5116.94,607,0.5106,3,48600.11,-1.1908,-0.0569,72.86,0,3,5.9,21.0677,3.0595,1,3,1,0.6711545632362008,Risky
DCRIS008691,134097.34,1.2,161366.9,4536.22,878,0.4112,0,106287.11,0.1151,-0.0015,96.15,1,0,9.7,29.555,1.2033,0,36,0,0.3267791291541565,Safe
DCRIS008692,111417.89,0.8,346472.59,20156.24,692,0.3723,0,74381.85,0.0976,0.0501,90.53,1,1,0.5,5.5274,3.1096,0,36,1,0.49029901055160585,Risky
DCRIS008693,135702.67,3.6,130417.48,1696.08,723,0.5318,2,27497.65,0.3639,0.0201,80.71,0,0,6.4,79.9624,0.961,1,8,0,0.5926656867484226,Safe
DCRIS008694,91882.4,13.2,291172.76,6889.91,662,0.2649,0,60224.44,-0.5819,-0.0764,91.85,0,2,3.1,13.3339,3.1689,0,36,1,0.46403963297709167,Risky
DCRIS008695,96689.63,2.5,222445.14,3409.25,747,0.3533,0,43425.13,0.1659,0.0475,96.04,0,0,1.3,28.3526,2.3006,1,5,1,0.46517829596835136,Risky
DCRIS008696,169979.06,0.2,583954.16,10661.62,576,0.3959,0,53948.65,-0.6435,0.1141,100.0,0,1,10.1,15.9416,3.4354,0,36,2,0.6677727442861562,Critical
DCRIS008697,402799.7562,6.1,934071.05,15430.54,540,0.3348,0,88904.76,1.2894,-0.0339,90.91,0,2,0.1,26.1332,2.3162,1,1,2,0.5912430414281485,Critical
DCRIS008698,42614.82,1.7,58388.08,1150.5,677,0.1765,0,27934.46,1.5286,0.025,100.0,0,2,1.3,37.0082,1.3701,0,36,0,0.33632473646542893,Safe
DCRIS008699,92754.59,1.4,267457.46,5196.99,844,0.094,0,66748.72,-1.011,-0.0965,89.84,1,2,8.7,17.8443,2.8835,1,24,1,0.572521207335361,Risky
DCRIS008700,48616.76,2.0,75410.33,1012.94,776,0.314,0,22692.29,-0.2296,0.0169,99.59,0,1,2.6,47.9483,1.5511,1,3,0,0.37239647170349416,Safe
DCRIS008701,256584.91,6.4,210930.44,3996.83,615,0.4675,0,67146.01,0.9096,0.0386,95.72,1,2,3.7,64.181,0.8221,0,36,0,0.25953465646478924,Safe
DCRIS008702,69380.23,8.5,235463.74,3352.2,721,0.3193,0,19333.42,1.2788,-0.0018,91.01,0,0,5.5,20.6908,3.3938,1,30,1,0.5258716001257964,Risky
DCRIS008703,41526.19,4.4,126794.58,2869.74,629,0.0825,2,19036.77,0.1259,-0.0566,93.74,0,3,0.6,14.4653,3.0533,1,7,1,0.4937057446094171,Risky
DCRIS008704,144771.54,1.9,101495.17,1236.96,714,0.3144,1,61446.94,0.2152,-0.0001,90.76,0,1,1.0,116.9437,0.7011,0,36,0,0.16987998683257485,Safe
DCRIS008705,281133.99,1.9,1052657.17,42140.37360000001,720,0.145,3,83450.07,0.4377,0.0143,69.79,0,0,26.4,4.3997,3.7443,1,5,2,0.676429623306932,Critical
DCRIS008706,146995.72,0.7,178248.37,4538.12,754,0.5664,0,104047.72,0.0826,0.0239,93.43,0,2,1.1,32.3842,1.2126,1,25,0,0.6119764897732634,Safe
DCRIS008707,111622.59,13.5,346329.54,13935.64,554,0.1079,2,49030.7,1.0906,-0.001,83.28,0,0,3.1,8.0093,3.1027,1,5,1,0.41202855929709936,Risky
DCRIS008708,126182.5,5.1,72764.58,2179.26,578,0.425,0,75144.84,-0.8529,0.0345,90.0,0,3,1.4,57.8749,0.5767,0,36,0,0.3674433027995277,Safe
DCRIS008709,230707.14,0.1,502028.4,24174.06,673,0.2542,0,117464.22,-0.5066,-0.0507,92.48,0,0,7.6,9.5432,2.176,1,1,2,0.5823619377727767,Critical
DCRIS008710,58423.91,5.4,81721.04,1704.79,597,0.3598,0,6074.57,1.047,0.0091,86.14,0,2,13.1,34.2504,1.3987,1,24,0,0.6441856226742594,Safe
DCRIS008711,92308.52,3.0,225514.06,17400.51,591,0.3775,0,46727.48,2.6734,-0.0225,93.48,1,0,0.6,5.3046,2.443,0,36,1,0.43891959065138864,Risky
DCRIS008712,75236.06,18.0,108759.49,2010.84,701,0.375,0,20603.8,0.2191,0.0347,94.03,0,2,3.7,37.3966,1.4456,1,10,0,0.4839494629775458,Safe
DCRIS008713,48985.56,8.5,109678.55,1377.8,606,0.2051,0,13661.93,0.4067,0.049,95.97,0,1,6.7,35.5276,2.239,0,36,1,0.34925453103301685,Risky
DCRIS008714,81062.43,0.9,43730.8,1848.13,860,0.1951,0,46906.2,0.8922,-0.0015,93.22,0,2,6.9,43.8381,0.5395,1,1,0,0.46530012004455157,Safe
DCRIS008715,191881.38,6.4,705664.92,11885.72,637,0.145,0,111782.34,-0.3082,-0.086,98.55,0,2,2.3,16.1425,3.6776,1,18,2,0.4924181473566623,Critical
DCRIS008716,138685.12,3.3,461788.16,15056.66,658,0.3236,0,69188.97,0.0036,-0.0146,90.81,0,0,1.0,9.2103,3.3297,1,1,2,0.5577902217805129,Critical
DCRIS008717,145304.42,1.0,85350.39,3797.73,703,0.3922,0,112234.68,-0.956,0.0512,92.1,0,2,2.0,38.2508,0.5874,1,12,0,0.3374364300398266,Safe
DCRIS008718,107784.09,6.0,426032.46,5891.67,559,0.2515,2,63514.5,0.8127,0.0279,87.23,0,2,5.6,18.2912,3.9526,0,36,1,0.35008830542983743,Risky
DCRIS008719,135130.23,4.0,506459.35,10999.73,720,0.146,2,104401.03,0.753,-0.0323,80.39,0,0,20.3,12.2837,3.7479,0,36,2,0.34387219176808187,Critical
DCRIS008720,61062.05,0.2,171465.08,10203.51,707,0.5229,0,43259.23,0.7313,0.0214,91.63,0,1,3.2,5.9838,2.808,1,2,1,0.608590586320636,Risky
DCRIS008721,81985.2,5.2,154065.51,3019.03,652,0.6309,3,8347.0,-0.217,-0.0157,63.27,1,1,0.9,27.1472,1.8792,1,12,1,0.7568034506486628,Risky
DCRIS008722,110769.03,5.0,398062.81,4826.79,701,0.4527,2,79635.08,0.9169,0.0634,68.55,0,1,0.2,22.944,3.5936,1,17,1,0.5262385940899021,Risky
DCRIS008723,116600.58,0.8,408534.42,5842.17,714,0.5628,0,20980.88,-0.9466,-0.0132,90.27,0,1,11.5,19.955,3.5037,1,1,1,0.6274573036203314,Risky
DCRIS008724,119624.47,2.1,236205.78,4537.8,794,0.2962,0,30140.39,0.0138,-0.0102,100.0,1,2,2.6,26.356,1.9745,0,36,1,0.5121810717419851,Risky
DCRIS008725,90853.07,4.4,269575.01,3350.36,880,0.1188,1,70136.23,-0.4165,-0.0534,86.25,0,0,5.0,27.1093,2.9671,1,36,1,0.5525308115225251,Risky
DCRIS008726,78711.61,0.7,262622.62,3764.71,595,0.3608,0,24829.22,-0.4934,-0.0739,90.84,0,1,4.3,20.9022,3.3365,0,36,1,0.44841217956807494,Risky
DCRIS008727,402799.7562,9.6,1102997.0841000008,38000.5,576,0.3028,1,62618.68,-0.6275,0.0151,92.1,1,1,8.9,13.1574,3.3611,1,11,2,0.6473161692140277,Critical
DCRIS008728,170088.19,0.1,664576.14,14492.91,688,0.3351,0,113742.41,-1.0771,-0.0313,93.81,0,0,1.2,11.7351,3.9072,0,36,2,0.6573238129778265,Critical
DCRIS008729,126486.2,0.5,417411.17,5300.18,513,0.2482,0,55334.59,-1.1099,-0.017,97.49,1,0,2.3,23.86,3.3,0,36,1,0.5916350181743897,Risky
DCRIS008730,85825.8,0.6,209564.86,13736.06,731,0.3039,0,55533.91,-0.5668,0.0956,86.18,0,1,9.8,6.2478,2.4417,0,36,1,0.40980819609947694,Risky
DCRIS008731,75302.51,3.8,249565.99,7001.84,689,0.2169,1,51541.81,-0.2957,0.0279,86.09,0,1,3.5,10.7531,3.3141,0,36,1,0.5134416106234251,Risky
DCRIS008732,91264.73,4.8,142137.09,3260.29,709,0.1489,0,45083.31,0.3531,0.0041,100.0,0,2,0.3,27.9843,1.5574,0,36,0,0.3679098948221491,Safe
DCRIS008733,117676.82,2.6,160594.32,6055.46,655,0.199,1,64669.88,0.315,0.0002,86.7,0,0,0.9,19.43,1.3647,1,7,1,0.4539923433648255,Risky
DCRIS008734,31943.97,1.7,49080.65,1980.29,700,0.044,0,10804.54,-1.072,-0.0359,100.0,0,2,1.1,16.1228,1.5364,1,2,1,0.495765769216211,Risky
DCRIS008735,38498.18,8.3,92577.68,1924.37,717,0.4418,0,6414.29,0.2006,0.0457,95.93,0,1,20.3,19.9952,2.4047,1,5,1,0.6869061419185021,Risky
DCRIS008736,67364.31,0.4,172456.06,3181.53,696,0.7221,0,45096.06,-0.052,0.0154,92.47,1,0,1.0,21.1669,2.56,0,36,1,0.5896908989797437,Risky
DCRIS008737,111779.52,1.6,181186.13,4020.8,572,0.2151,3,79297.68,0.1635,0.0323,81.97,0,1,8.2,27.7934,1.6209,1,22,0,0.5990119673550223,Safe
DCRIS008738,85514.06,0.2,186959.68,4527.03,693,0.193,0,65672.72,-1.4922,0.0918,100.0,1,1,0.3,18.8855,2.1863,0,36,1,0.42675197461351433,Risky
DCRIS008739,239635.13,0.1,603828.16,9612.69,828,0.0555,0,112221.13,1.9059,0.0711,90.18,0,2,0.8,24.9265,2.5198,1,28,2,0.42363340639891106,Critical
DCRIS008740,40560.99,2.2,59664.35,912.94,699,0.1113,0,10908.47,-0.0018,0.0476,91.26,1,0,8.2,44.3805,1.4709,0,36,0,0.33220521743948506,Safe
DCRIS008741,62893.16,1.1,43947.87,1791.65,690,0.4953,0,22659.2,-1.9072,-0.0338,90.0,0,1,9.2,35.0839,0.6988,0,36,0,0.41771946009675504,Safe
DCRIS008742,245746.32,1.6,213654.22,12815.63,804,0.3412,0,46936.32,-0.5668,-0.0751,89.46,0,1,0.8,19.174,0.8694,0,36,0,0.40730810039812276,Safe
DCRIS008743,106795.56,8.6,282421.79,16937.36,620,0.1611,0,36789.9,0.0598,0.1051,100.0,0,1,1.0,6.305,2.6445,0,36,1,0.4026138410924686,Risky
DCRIS008744,167863.35,0.9,625511.24,9636.64,751,0.4628,0,100802.39,2.1191,-0.004,90.77,0,3,3.0,17.4175,3.7263,1,1,2,0.6936989130770733,Critical
